Sondajes Medidos Indicados			
4			
x			
y			
z			
Ley			
25	25	60	0
25	25	54	0
25	25	48	0
25	25	42	0
25	25	36	0
25	25	30	0
25	25	24	0
25	25	18	0
25	25	12	0
25	25	6	0
25	25	0	0
25	25	-6	0
25	25	-12	0
25	25	-18	0
25	25	-24	0
25	25	-30	0
25	25	-36	0
25	25	-42	0
25	25	-48	0
25	25	-54	0
25	25	-60	0
25	-25	60	0
25	-25	54	0
25	-25	48	0
25	-25	42	0
25	-25	36	0
25	-25	30	0
25	-25	24	0
25	-25	18	0
25	-25	12	0
25	-25	6	0
25	-25	0	0
25	-25	-6	0
25	-25	-12	0
25	-25	-18	0
25	-25	-24	0
25	-25	-30	0
25	-25	-36	0
25	-25	-42	0
25	-25	-48	0
25	-25	-54	0
25	-25	-60	0
-25	25	60	0
-25	25	54	0
-25	25	48	0
-25	25	42	0
-25	25	36	0
-25	25	30	0
-25	25	24	0
-25	25	18	0
-25	25	12	0
-25	25	6	0
-25	25	0	0
-25	25	-6	0
-25	25	-12	0
-25	25	-18	0
-25	25	-24	0
-25	25	-30	0
-25	25	-36	0
-25	25	-42	0
-25	25	-48	0
-25	25	-54	0
-25	25	-60	0
-25	-25	60	0
-25	-25	54	0
-25	-25	48	0
-25	-25	42	0
-25	-25	36	0
-25	-25	30	0
-25	-25	24	0
-25	-25	18	0
-25	-25	12	0
-25	-25	6	0
-25	-25	0	0
-25	-25	-6	0
-25	-25	-12	0
-25	-25	-18	0
-25	-25	-24	0
-25	-25	-30	0
-25	-25	-36	0
-25	-25	-42	0
-25	-25	-48	0
-25	-25	-54	0
-25	-25	-60	0
